profile_id,city,scenario,t,mean_loss,p99_brut,p99_theta,tail_ratio,var_tau,h_bar,follow_rate,c_excess,var_tau_norm,h_bar_norm,follow_rate_norm
P3,Paris,G1,13,489.23,1350.36,1620.432,2.7602,0.028526,0.716505,0.536945,0.040478,0.999934,0.905413,0.991748
P3,Paris,G1,14,492.88,1374.36,1649.232,2.7884,0.02844,0.712072,0.539077,0.036638,0.996918,0.899811,0.995687
P3,Paris,G1,15,505.485,1398.16,1677.792,2.766,0.028336,0.707782,0.538918,0.042385,0.99327,0.89439,0.995392
P3,Paris,G1,16,495.425,1443.05,1731.66,2.9128,0.028191,0.703836,0.53932,0.03845,0.988195,0.889403,0.996135
P3,Paris,G1,17,486.61,1421.13,1705.356,2.9205,0.028088,0.700271,0.541027,0.03641,0.984561,0.884898,0.999289
P3,Paris,G1,18,512.42,1419.33,1703.196,2.7699,0.027977,0.696487,0.540585,0.040764,0.9807,0.880117,0.998472
P3,Paris,G1,19,525.85,1384.1,1660.92,2.6321,0.027795,0.693179,0.541413,0.042915,0.974301,0.875937,1.0
P3,Paris,G1,20,556.22,1432.11,1718.532,2.5747,0.027587,0.690067,0.541413,0.041105,0.967023,0.872005,1.0
P3,Paris,G2,1,423.43,1061.37,1252.4166,2.5066,0.028594,0.796808,0.388632,0.02576,1.0,1.0,1.03487
P3,Paris,G2,2,426.25,1026.24,1210.9632,2.4076,0.0291,0.793988,0.388188,0.027619,1.017711,0.996461,1.033685
P3,Paris,G2,3,434.115,1081.47,1276.1346,2.4912,0.029527,0.791164,0.386505,0.02355,1.032633,0.992918,1.029205
P3,Paris,G2,4,423.925,1086.12,1281.6216,2.5621,0.029945,0.788507,0.38645,0.027937,1.047273,0.989582,1.029058
P3,Paris,G2,5,426.185,1073.27,1266.4586,2.5183,0.030246,0.785914,0.383622,0.026411,1.057802,0.986328,1.021529
P3,Paris,G2,6,446.49,1133.13,1337.0934,2.5379,0.030468,0.783383,0.382485,0.025576,1.065559,0.983152,1.0185
P3,Paris,G2,7,448.82,1108.01,1307.4518,2.4687,0.03074,0.780929,0.381547,0.025846,1.075073,0.980072,1.016004
P3,Paris,G2,8,447.615,1088.38,1284.2884,2.4315,0.030886,0.778741,0.379985,0.025786,1.080186,0.977326,1.011843
P3,Paris,G2,9,437.415,1088.19,1284.0642,2.4878,0.031025,0.776679,0.381425,0.02672,1.085026,0.974738,1.015678
P3,Paris,G2,10,447.28,1048.06,1236.7108,2.3432,0.031262,0.774853,0.379915,0.026147,1.093317,0.972446,1.011657
P3,Paris,G2,11,452.08,1084.43,1279.6274,2.3988,0.031396,0.772841,0.380425,0.025334,1.097998,0.969921,1.013015
P3,Paris,G2,12,450.515,1071.63,1264.5234,2.3787,0.031493,0.770929,0.379437,0.024671,1.101385,0.967522,1.010385
P3,Paris,G2,13,454.08,1069.12,1261.5616,2.3545,0.031559,0.769188,0.377137,0.027542,1.103718,0.965337,1.004261
P3,Paris,G2,14,446.85,1074.49,1267.8982,2.4046,0.03162,0.767528,0.378383,0.024578,1.105854,0.963253,1.007576
P3,Paris,G2,15,462.105,1072.18,1265.1724,2.3202,0.031731,0.765981,0.377703,0.030113,1.109742,0.961312,1.005765
P3,Paris,G2,16,449.785,1106.07,1305.1626,2.4591,0.031921,0.764625,0.37726,0.025994,1.116368,0.95961,1.004587
P3,Paris,G2,17,439.155,1104.3,1303.074,2.5146,0.03201,0.763083,0.37747,0.02509,1.119471,0.957675,1.005146
P3,Paris,G2,18,459.54,1079.47,1273.7746,2.349,0.032059,0.761585,0.3772,0.027755,1.121192,0.955795,1.004427
P3,Paris,G2,19,470.9,1158.73,1367.3014,2.4607,0.032062,0.760438,0.376485,0.027935,1.121291,0.954355,1.002523
P3,Paris,G2,20,488.71,1155.34,1363.3012,2.3641,0.032103,0.759172,0.375538,0.027,1.122726,0.952767,1.0
P4,Brussels,baseline,1,821.165,1177.11,1177.11,1.4335,0.036431,0.599749,0.0,0.040454,1.0,1.0,0.0
P4,Brussels,baseline,2,813.155,1079.1,1079.1,1.3271,0.036956,0.599871,0.0,0.03937,1.014413,1.000204,0.0
P4,Brussels,baseline,3,792.07,1082.17,1082.17,1.3663,0.037505,0.600017,0.0,0.040226,1.029464,1.000448,0.0
P4,Brussels,baseline,4,800.12,1143.42,1143.42,1.4291,0.03806,0.600193,0.0,0.039426,1.044708,1.000741,0.0
P4,Brussels,baseline,5,802.555,1099.46,1099.46,1.3699,0.038502,0.600125,0.0,0.039159,1.056826,1.000627,0.0
P4,Brussels,baseline,6,798.795,1155.56,1155.56,1.4466,0.038907,0.600058,0.0,0.040686,1.067958,1.000517,0.0
P4,Brussels,baseline,7,814.06,1081.1,1081.1,1.328,0.039347,0.600199,0.0,0.041627,1.08003,1.000751,0.0
P4,Brussels,baseline,8,790.685,1099.14,1099.14,1.3901,0.039728,0.599916,0.0,0.038352,1.090484,1.000279,0.0
P4,Brussels,baseline,9,801.23,1149.1,1149.1,1.4342,0.040064,0.599695,0.0,0.038431,1.099701,0.999911,0.0
P4,Brussels,baseline,10,803.3,1144.54,1144.54,1.4248,0.040507,0.599804,0.0,0.038043,1.111886,1.000093,0.0
P4,Brussels,baseline,11,807.52,1126.28,1126.28,1.3947,0.040923,0.599616,0.0,0.038652,1.12329,0.999779,0.0
P4,Brussels,baseline,12,797.76,1092.15,1092.15,1.369,0.04123,0.599275,0.0,0.038199,1.131714,0.99921,0.0
P4,Brussels,baseline,13,808.175,1114.23,1114.23,1.3787,0.041529,0.599227,0.0,0.039653,1.13993,0.999131,0.0
P4,Brussels,baseline,14,796.83,1086.11,1086.11,1.363,0.041878,0.599334,0.0,0.038307,1.149499,0.999309,0.0
P4,Brussels,baseline,15,798.64,1120.06,1120.06,1.4025,0.042127,0.598991,0.0,0.035845,1.156328,0.998737,0.0
P4,Brussels,baseline,16,805.395,1112.37,1112.37,1.3811,0.042463,0.598974,0.0,0.036388,1.165561,0.998708,0.0
P4,Brussels,baseline,17,806.655,1176.04,1176.04,1.4579,0.042664,0.599048,0.0,0.039241,1.171072,0.998831,0.0
P4,Brussels,baseline,18,788.01,1037.28,1037.28,1.3163,0.04301,0.598921,0.0,0.037948,1.180576,0.998621,0.0
P4,Brussels,baseline,19,801.685,1080.12,1080.12,1.3473,0.043329,0.599057,0.0,0.039651,1.189338,0.998847,0.0
P4,Brussels,baseline,20,789.795,1059.04,1059.04,1.3409,0.043635,0.599111,0.0,0.036253,1.197723,0.998936,0.0
P4,Brussels,G0,1,596.755,1768.05,2210.0625,2.9628,0.036085,0.595116,0.771353,0.073683,1.0,1.0,0.941647
P4,Brussels,G0,2,619.215,1773.06,2216.325,2.8634,0.035995,0.590902,0.773378,0.085535,0.997502,0.99292,0.944119
P4,Brussels,G0,3,591.345,1771.1,2213.875,2.995,0.03582,0.586761,0.773725,0.069805,0.992649,0.985961,0.944543
P4,Brussels,G0,4,572.355,1763.18,2203.975,3.0806,0.035559,0.58271,0.776123,0.074916,0.985424,0.979154,0.94747
P4,Brussels,G0,5,572.875,1740.02,2175.025,3.0373,0.035188,0.578884,0.778165,0.075136,0.975146,0.972724,0.949964
P4,Brussels,G0,6,622.25,1759.16,2198.95,2.8271,0.034748,0.575339,0.780977,0.079113,0.962952,0.966767,0.953397
P4,Brussels,G0,7,628.335,1779.03,2223.7875,2.8313,0.0344,0.571619,0.782925,0.080603,0.9533,0.960516,0.955774
P4,Brussels,G0,8,618.37,1765.0,2206.25,2.8543,0.033929,0.568138,0.785287,0.077103,0.940266,0.954668,0.958658
P4,Brussels,G0,9,576.585,1779.01,2223.7625,3.0854,0.033487,0.564763,0.789462,0.07905,0.928003,0.948996,0.963755
P4,Brussels,G0,10,608.325,1806.05,2257.5625,2.9689,0.033019,0.562045,0.792572,0.080806,0.915029,0.944429,0.967552
P4,Brussels,G0,11,605.22,1796.06,2245.075,2.9676,0.032657,0.559143,0.793797,0.075937,0.905003,0.939553,0.969047
P4,Brussels,G0,12,584.955,1794.24,2242.8,3.0673,0.032136,0.556218,0.79717,0.073824,0.890571,0.934638,0.973164
P4,Brussels,G0,13,586.165,1791.12,2238.9,3.0557,0.031614,0.55346,0.80009,0.084057,0.876111,0.930004,0.976729
P4,Brussels,G0,14,578.895,1823.27,2279.0875,3.1496,0.031172,0.550966,0.804413,0.07518,0.863846,0.925813,0.982006
P4,Brussels,G0,15,596.39,1805.02,2256.275,3.0266,0.030818,0.54835,0.806598,0.087792,0.854035,0.921416,0.984673
P4,Brussels,G0,16,585.255,1810.42,2263.025,3.0934,0.030412,0.546206,0.809485,0.08287,0.842804,0.917814,0.988198
P4,Brussels,G0,17,561.645,1837.04,2296.3,3.2708,0.030049,0.544186,0.812235,0.079278,0.832729,0.914419,0.991555
P4,Brussels,G0,18,585.885,1810.3,2262.875,3.0899,0.029708,0.541977,0.812808,0.086339,0.823282,0.910708,0.992254
P4,Brussels,G0,19,616.385,1802.19,2252.7375,2.9238,0.029273,0.540114,0.815605,0.094112,0.811214,0.907578,0.995669
P4,Brussels,G0,20,636.52,1846.13,2307.6625,2.9003,0.028827,0.538375,0.819153,0.0879,0.798859,0.904656,1.0
P4,Brussels,G1,1,628.1,1644.26,1973.112,2.6178,0.036188,0.595759,0.662302,0.057956,1.0,1.0,0.95687
P4,Brussels,G1,2,645.4,1664.0,1996.8,2.5782,0.036218,0.592156,0.663645,0.065786,1.000831,0.993952,0.95881
P4,Brussels,G1,3,622.255,1646.16,1975.392,2.6455,0.036188,0.588719,0.663285,0.053497,0.999997,0.988182,0.95829
P4,Brussels,G1,4,607.74,1661.04,1993.248,2.7331,0.036095,0.585226,0.664977,0.058235,0.997432,0.982319,0.960735
P4,Brussels,G1,5,608.545,1595.29,1914.348,2.6215,0.035862,0.581927,0.665143,0.057879,0.990968,0.976782,0.960973
P4,Brussels,G1,6,654.5,1643.1,1971.72,2.5105,0.0356,0.578831,0.666638,0.06079,0.983754,0.971586,0.963133
P4,Brussels,G1,7,657.255,1647.24,1976.688,2.5062,0.035358,0.575734,0.667943,0.06227,0.977058,0.966386,0.965019
P4,Brussels,G1,8,649.625,1641.21,1969.452,2.5264,0.03504,0.572706,0.66861,0.058764,0.968254,0.961304,0.965983
P4,Brussels,G1,9,618.52,1635.07,1962.084,2.6435,0.034672,0.569788,0.672117,0.060566,0.95811,0.956406,0.971051
P4,Brussels,G1,10,642.185,1663.22,1995.864,2.5899,0.034354,0.56739,0.67447,0.060717,0.949321,0.952382,0.974449
P4,Brussels,G1,11,639.015,1642.03,1970.436,2.5696,0.03404,0.564853,0.675967,0.057246,0.940643,0.948123,0.976613
P4,Brussels,G1,12,625.52,1682.06,2018.472,2.6891,0.033631,0.56227,0.678107,0.056294,0.929322,0.943787,0.979705
P4,Brussels,G1,13,629.91,1632.15,1958.58,2.5911,0.033225,0.559861,0.6797,0.063642,0.918119,0.939743,0.982005
P4,Brussels,G1,14,623.95,1705.02,2046.024,2.7326,0.032946,0.557666,0.683285,0.056675,0.910399,0.93606,0.987185
P4,Brussels,G1,15,635.885,1657.17,1988.604,2.6061,0.032692,0.555386,0.68349,0.067139,0.903396,0.932232,0.987481
P4,Brussels,G1,16,629.89,1721.1,2065.32,2.7324,0.032388,0.553399,0.686752,0.062364,0.894985,0.928896,0.992195
P4,Brussels,G1,17,607.915,1726.02,2071.224,2.8392,0.032092,0.551548,0.688535,0.0609,0.88681,0.925791,0.99477
P4,Brussels,G1,18,630.205,1683.15,2019.78,2.6708,0.031802,0.549718,0.687922,0.065092,0.878779,0.922719,0.993885
P4,Brussels,G1,19,658.005,1674.62,2009.544,2.545,0.031476,0.548155,0.689957,0.070572,0.869795,0.920095,0.996825
P4,Brussels,G1,20,670.51,1712.2,2054.64,2.5536,0.031099,0.546699,0.692155,0.065094,0.859351,0.917651,1.0
P4,Brussels,G2,1,676.87,1505.15,1655.665,2.2237,0.036285,0.59823,0.498768,0.040607,1.0,1.0,0.997231
P4,Brussels,G2,2,681.535,1452.43,1597.673,2.1311,0.036537,0.596944,0.499077,0.044577,1.006968,0.99785,0.997851
P4,Brussels,G2,3,667.39,1452.44,1597.684,2.1763,0.036723,0.595641,0.49897,0.037907,1.012093,0.995672,0.997636
P4,Brussels,G2,4,660.395,1464.04,1610.444,2.2169,0.036876,0.594393,0.498955,0.040849,1.016313,0.993585,0.997606
P4,Brussels,G2,5,659.24,1422.12,1564.332,2.1572,0.036964,0.593059,0.496837,0.039894,1.018732,0.991357,0.993372
P4,Brussels,G2,6,691.72,1469.12,1616.032,2.1239,0.036987,0.591818,0.49657,0.041238,1.019357,0.989282,0.992837
P4,Brussels,G2,7,691.825,1464.25,1610.675,2.1165,0.037046,0.590598,0.49691,0.041734,1.020982,0.987242,0.993517
P4,Brussels,G2,8,686.165,1475.04,1622.544,2.1497,0.036983,0.589253,0.495835,0.039356,1.019256,0.984994,0.991368
P4,Brussels,G2,9,666.105,1450.03,1595.033,2.1769,0.036882,0.58807,0.49918,0.040782,1.016454,0.983017,0.998056
P4,Brussels,G2,10,676.7,1419.01,1560.911,2.097,0.036918,0.587319,0.49717,0.040734,1.017472,0.981761,0.994037
P4,Brussels,G2,11,679.475,1453.15,1598.465,2.1386,0.03689,0.586283,0.497963,0.038394,1.016685,0.980029,0.995621
P4,Brussels,G2,12,668.665,1459.09,1604.999,2.1821,0.036804,0.585226,0.497992,0.037073,1.014328,0.978263,0.995681
P4,Brussels,G2,13,667.58,1432.28,1575.508,2.1455,0.036712,0.584442,0.497725,0.041256,1.011793,0.976952,0.995146
P4,Brussels,G2,14,669.765,1492.2,1641.42,2.2279,0.036616,0.583791,0.499885,0.037108,1.009128,0.975864,0.999465
P4,Brussels,G2,15,673.635,1441.06,1585.166,2.1392,0.036521,0.583035,0.4995,0.044049,1.006531,0.974601,0.998695
P4,Brussels,G2,16,675.48,1462.17,1608.387,2.1646,0.036563,0.582401,0.499695,0.039883,1.007683,0.973541,0.999085
P4,Brussels,G2,17,651.38,1508.09,1658.899,2.3152,0.036442,0.581607,0.500972,0.039512,1.004341,0.972213,1.001639
P4,Brussels,G2,18,676.4,1449.05,1593.955,2.1423,0.036366,0.581061,0.50078,0.041654,1.002246,0.9713,1.001255
P4,Brussels,G2,19,694.875,1453.15,1598.465,2.0912,0.036288,0.580646,0.500555,0.044933,1.000095,0.970607,1.000805
P4,Brussels,G2,20,700.93,1494.17,1643.587,2.1317,0.036115,0.580103,0.500153,0.041659,0.995329,0.9697,1.0
P5,San Francisco,baseline,1,668.09,1010.08,1010.08,1.5119,0.041938,0.674633,0.0,0.035851,1.0,1.0,0.0
P5,San Francisco,baseline,2,673.265,926.04,926.04,1.3754,0.042201,0.674827,0.0,0.033522,1.006259,1.000287,0.0
P5,San Francisco,baseline,3,647.035,910.81,910.81,1.4077,0.042499,0.67491,0.0,0.035493,1.013357,1.00041,0.0
P5,San Francisco,baseline,4,648.04,956.6,956.6,1.4761,0.042853,0.675137,0.0,0.034643,1.021817,1.000747,0.0
P5,San Francisco,baseline,5,661.18,908.4,908.4,1.3739,0.043035,0.675128,0.0,0.034249,1.026154,1.000734,0.0
P5,San Francisco,baseline,6,641.405,961.03,961.03,1.4983,0.04321,0.675,0.0,0.035538,1.030328,1.000544,0.0
P5,San Francisco,baseline,7,671.945,940.03,940.03,1.399,0.043535,0.675122,0.0,0.037285,1.038063,1.000725,0.0
P5,San Francisco,baseline,8,645.365,907.3,907.3,1.4059,0.043772,0.674844,0.0,0.033588,1.043713,1.000313,0.0
P5,San Francisco,baseline,9,653.885,952.66,952.66,1.4569,0.04395,0.674803,0.0,0.033879,1.047959,1.000252,0.0
P5,San Francisco,baseline,10,662.155,971.3,971.3,1.4669,0.044283,0.674756,0.0,0.034982,1.055902,1.000183,0.0
P5,San Francisco,baseline,11,658.365,976.37,976.37,1.483,0.044548,0.67466,0.0,0.034444,1.062219,1.00004,0.0
P5,San Francisco,baseline,12,641.5,908.03,908.03,1.4155,0.044738,0.674496,0.0,0.032513,1.066753,0.999796,0.0
P5,San Francisco,baseline,13,659.17,959.04,959.04,1.4549,0.04489,0.674484,0.0,0.035028,1.07039,0.99978,0.0
P5,San Francisco,baseline,14,643.045,871.0,871.0,1.3545,0.045115,0.67447,0.0,0.031394,1.075734,0.999758,0.0
P5,San Francisco,baseline,15,653.57,987.32,987.32,1.5107,0.045202,0.674287,0.0,0.033325,1.077825,0.999487,0.0
P5,San Francisco,baseline,16,643.195,934.01,934.01,1.4521,0.045397,0.674345,0.0,0.033298,1.082472,0.999574,0.0
P5,San Francisco,baseline,17,659.17,929.21,929.21,1.4097,0.045512,0.674481,0.0,0.032643,1.085203,0.999775,0.0
P5,San Francisco,baseline,18,643.635,920.45,920.45,1.4301,0.045712,0.674331,0.0,0.032308,1.089969,0.999552,0.0
P5,San Francisco,baseline,19,654.535,936.09,936.09,1.4302,0.045898,0.674441,0.0,0.034695,1.094409,0.999715,0.0
P5,San Francisco,baseline,20,640.88,962.11,962.11,1.5012,0.046082,0.67448,0.0,0.031308,1.098815,0.999774,0.0
P5,San Francisco,G0,1,452.95,1699.03,2123.7875,3.751,0.041594,0.659707,0.737228,0.05534,1.0,1.0,0.916055
P5,San Francisco,G0,2,436.095,1660.06,2075.075,3.8066,0.041229,0.645882,0.740708,0.057014,0.991216,0.979044,0.920379
P5,San Francisco,G0,3,453.4,1680.29,2100.3625,3.706,0.040781,0.632645,0.743563,0.053318,0.980461,0.958979,0.923927
P5,San Francisco,G0,4,435.28,1675.49,2094.3625,3.8492,0.040314,0.62019,0.74745,0.054457,0.969217,0.940099,0.928757
P5,San Francisco,G0,5,467.18,1683.29,2104.1125,3.6031,0.039706,0.60841,0.7504,0.06167,0.954618,0.922242,0.932423
P5,San Francisco,G0,6,484.07,1687.11,2108.8875,3.4853,0.039099,0.597213,0.754485,0.061696,0.940006,0.90527,0.937499
P5,San Francisco,G0,7,483.805,1709.05,2136.3125,3.5325,0.038605,0.58653,0.757428,0.061161,0.928125,0.889076,0.941155
P5,San Francisco,G0,8,492.215,1696.15,2120.1875,3.446,0.037992,0.576623,0.76018,0.058367,0.913401,0.874059,0.944575
P5,San Francisco,G0,9,449.585,1593.0,1991.25,3.5433,0.037402,0.566877,0.76548,0.059814,0.899212,0.859286,0.951161
P5,San Francisco,G0,10,483.03,1750.24,2187.8,3.6235,0.036775,0.558271,0.769352,0.059021,0.884151,0.846241,0.955973
P5,San Francisco,G0,11,493.39,1617.98,2022.475,3.2793,0.036255,0.54977,0.77152,0.06042,0.871631,0.833354,0.958666
P5,San Francisco,G0,12,471.685,1754.13,2192.6625,3.7189,0.035572,0.541691,0.776145,0.054592,0.855216,0.821107,0.964413
P5,San Francisco,G0,13,473.535,1744.06,2180.075,3.6831,0.034919,0.534124,0.779703,0.062588,0.839516,0.809638,0.968833
P5,San Francisco,G0,14,450.73,1723.44,2154.3,3.8237,0.0343,0.527171,0.785098,0.055823,0.824639,0.799098,0.975537
P5,San Francisco,G0,15,468.895,1756.22,2195.275,3.7454,0.03376,0.520254,0.788538,0.063085,0.811654,0.788614,0.979811
P5,San Francisco,G0,16,469.935,1680.88,2101.1,3.5768,0.033202,0.514189,0.792483,0.062548,0.798231,0.77942,0.984713
P5,San Francisco,G0,17,450.58,1763.1,2203.875,3.913,0.032705,0.508742,0.795595,0.056868,0.786293,0.771163,0.988581
P5,San Francisco,G0,18,450.495,1609.53,2011.9125,3.5728,0.032242,0.502823,0.797445,0.061877,0.775159,0.762191,0.99088
P5,San Francisco,G0,19,472.125,1807.01,2258.7625,3.8274,0.031711,0.497725,0.800385,0.062844,0.762386,0.754463,0.994533
P5,San Francisco,G0,20,514.955,1714.53,2143.1625,3.3295,0.03118,0.492675,0.804785,0.070165,0.749625,0.746809,1.0
P5,San Francisco,G1,1,469.455,1622.1,1946.52,3.4553,0.041697,0.660777,0.683898,0.049229,1.0,1.0,0.931798
P5,San Francisco,G1,2,451.59,1569.38,1883.256,3.4752,0.041457,0.647957,0.686642,0.05046,0.994237,0.980598,0.935538
P5,San Francisco,G1,3,470.99,1584.42,1901.304,3.364,0.041162,0.635712,0.68858,0.047079,0.987158,0.962067,0.938177
P5,San Francisco,G1,4,458.59,1638.05,1965.66,3.5719,0.040869,0.624095,0.691265,0.048255,0.980141,0.944486,0.941836
P5,San Francisco,G1,5,486.44,1634.13,1960.956,3.3594,0.040397,0.613148,0.69311,0.054008,0.968818,0.92792,0.944349
P5,San Francisco,G1,6,506.22,1611.19,1933.428,3.1828,0.039971,0.60274,0.695302,0.053683,0.958589,0.912168,0.947337
P5,San Francisco,G1,7,508.89,1627.09,1952.508,3.1973,0.039575,0.592901,0.697685,0.053631,0.949092,0.897278,0.950583
P5,San Francisco,G1,8,511.625,1638.03,1965.636,3.2016,0.039122,0.583695,0.699435,0.051005,0.938236,0.883346,0.952967
P5,San Francisco,G1,9,477.635,1540.74,1848.888,3.2258,0.038602,0.574619,0.703925,0.052282,0.925763,0.86961,0.959085
P5,San Francisco,G1,10,507.515,1678.0,2013.6,3.3063,0.038116,0.566545,0.7074,0.051722,0.914104,0.857391,0.963819
P5,San Francisco,G1,11,517.91,1546.09,1855.308,2.9852,0.037659,0.558579,0.709645,0.051926,0.903156,0.845337,0.966878
P5,San Francisco,G1,12,502.175,1660.1,1992.12,3.3058,0.037086,0.550991,0.712805,0.047599,0.8894,0.833853,0.971184
P5,San Francisco,G1,13,504.41,1670.12,2004.144,3.311,0.036553,0.543822,0.715315,0.053523,0.876619,0.823004,0.974603
P5,San Francisco,G1,14,484.91,1681.08,2017.296,3.4668,0.036118,0.537196,0.7199,0.048431,0.866193,0.812976,0.98085
P5,San Francisco,G1,15,504.79,1681.33,2017.596,3.3308,0.035667,0.530762,0.721785,0.054592,0.85537,0.803239,0.983419
P5,San Francisco,G1,16,504.155,1650.55,1980.66,3.2739,0.035257,0.524969,0.724945,0.053918,0.845546,0.794472,0.987724
P5,San Francisco,G1,17,489.26,1697.18,2036.616,3.4689,0.034846,0.5198,0.727308,0.049661,0.835694,0.78665,0.990943
P5,San Francisco,G1,18,491.41,1527.38,1832.856,3.1082,0.034439,0.514315,0.728223,0.052773,0.825938,0.778349,0.99219
P5,San Francisco,G1,19,514.24,1726.07,2071.284,3.3565,0.03401,0.509478,0.730482,0.053933,0.815645,0.771029,0.995269
P5,San Francisco,G1,20,548.535,1666.17,1999.404,3.0375,0.033557,0.504924,0.733955,0.059385,0.804772,0.764137,1.0
P5,San Francisco,G2,1,484.94,1554.03,1678.3524,3.2046,0.041818,0.668233,0.63045,0.043513,1.0,1.0,0.974774
P5,San Francisco,G2,2,465.18,1492.37,1611.7596,3.2082,0.041817,0.662331,0.632095,0.044618,0.99996,0.991168,0.977318
P5,San Francisco,G2,3,479.515,1511.15,1632.042,3.1514,0.04176,0.6566,0.63225,0.041301,0.998604,0.982592,0.977558
P5,San Francisco,G2,4,466.55,1565.0,1690.2,3.3544,0.041756,0.651164,0.633467,0.042635,0.998501,0.974457,0.97944
P5,San Francisco,G2,5,492.345,1535.35,1658.178,3.1184,0.041634,0.645972,0.632743,0.046711,0.995593,0.966688,0.978319
P5,San Francisco,G2,6,508.155,1516.24,1637.5392,2.9838,0.041528,0.6409,0.633637,0.046687,0.993042,0.959098,0.979703
P5,San Francisco,G2,7,507.59,1527.19,1649.3652,3.0087,0.041454,0.636114,0.634235,0.045679,0.991281,0.951935,0.980627
P5,San Francisco,G2,8,510.125,1524.05,1645.974,2.9876,0.041248,0.631356,0.634095,0.044091,0.986356,0.944815,0.98041
P5,San Francisco,G2,9,478.15,1460.07,1576.8756,3.0536,0.04102,0.626872,0.636552,0.045254,0.980904,0.938104,0.98421
P5,San Francisco,G2,10,505.275,1516.4,1637.712,3.0011,0.04089,0.622933,0.637227,0.044291,0.977795,0.932209,0.985254
P5,San Francisco,G2,11,509.95,1452.92,1569.1536,2.8491,0.040738,0.618864,0.638775,0.043813,0.974156,0.926121,0.987646
P5,San Francisco,G2,12,498.42,1546.22,1669.9176,3.1022,0.040504,0.615074,0.639612,0.040828,0.968562,0.920449,0.988941
P5,San Francisco,G2,13,500.545,1485.14,1603.9512,2.967,0.04031,0.61162,0.6397,0.044574,0.963925,0.91528,0.989076
P5,San Francisco,G2,14,483.34,1566.07,1691.3556,3.2401,0.040074,0.608138,0.643805,0.04083,0.958291,0.910069,0.995423
P5,San Francisco,G2,15,495.995,1546.07,1669.7556,3.1171,0.039835,0.605102,0.643655,0.045722,0.952571,0.905525,0.995191
P5,San Francisco,G2,16,503.465,1518.75,1640.25,3.0166,0.03973,0.602152,0.645483,0.0446,0.950065,0.901112,0.998017
P5,San Francisco,G2,17,487.175,1571.11,1696.7988,3.2249,0.039543,0.599361,0.646103,0.041159,0.945584,0.896934,0.998976
P5,San Francisco,G2,18,487.015,1411.75,1524.69,2.8988,0.039345,0.596737,0.645477,0.044176,0.940844,0.893007,0.998009
P5,San Francisco,G2,19,509.74,1596.3,1724.004,3.1316,0.039197,0.594237,0.64647,0.04446,0.937311,0.889266,0.999544
P5,San Francisco,G2,20,542.475,1541.1,1664.388,2.8409,0.038947,0.591618,0.646765,0.048461,0.931324,0.885347,1.0
P6,Singapore,baseline,1,816.44,1081.66,1081.66,1.3248,0.062237,0.599404,0.0,0.031159,1.0,1.0,0.0
P6,Singapore,baseline,2,822.54,1122.02,1122.02,1.3641,0.061717,0.59928,0.0,0.032111,0.991645,0.999793,0.0
P6,Singapore,baseline,3,793.15,1042.09,1042.09,1.3139,0.061195,0.599149,0.0,0.033352,0.983255,0.999576,0.0
P6,Singapore,baseline,4,802.25,1076.84,1076.84,1.3423,0.060642,0.599418,0.0,0.031853,0.974381,1.000024,0.0
P6,Singapore,baseline,5,807.1,1061.24,1061.24,1.3149,0.060189,0.599484,0.0,0.032749,0.9671,1.000134,0.0
P6,Singapore,baseline,6,790.585,1066.33,1066.33,1.3488,0.059745,0.599397,0.0,0.033941,0.959964,0.99999,0.0
P6,Singapore,baseline,7,811.405,1072.07,1072.07,1.3213,0.059365,0.599514,0.0,0.034786,0.953865,1.000185,0.0
P6,Singapore,baseline,8,792.49,1076.06,1076.06,1.3578,0.058965,0.599391,0.0,0.031335,0.947436,0.999979,0.0
P6,Singapore,baseline,9,796.575,1046.03,1046.03,1.3132,0.058593,0.599374,0.0,0.032488,0.941457,0.99995,0.0
P6,Singapore,baseline,10,807.085,1084.37,1084.37,1.3436,0.058329,0.599234,0.0,0.035505,0.937214,0.999717,0.0
P6,Singapore,baseline,11,805.245,1118.14,1118.14,1.3886,0.058083,0.59915,0.0,0.032421,0.933255,0.999576,0.0
P6,Singapore,baseline,12,787.15,1069.06,1069.06,1.3581,0.057692,0.599041,0.0,0.033258,0.926968,0.999395,0.0
P6,Singapore,baseline,13,812.915,1093.23,1093.23,1.3448,0.057318,0.598981,0.0,0.033805,0.920963,0.999294,0.0
P6,Singapore,baseline,14,800.255,1080.21,1080.21,1.3498,0.056996,0.599106,0.0,0.031826,0.915785,0.999504,0.0
P6,Singapore,baseline,15,799.105,1082.58,1082.58,1.3547,0.056564,0.598757,0.0,0.031776,0.908846,0.998921,0.0
P6,Singapore,baseline,16,803.755,1082.04,1082.04,1.3462,0.056245,0.598755,0.0,0.032493,0.903719,0.998917,0.0
P6,Singapore,baseline,17,811.59,1230.23,1230.23,1.5158,0.055856,0.598993,0.0,0.033909,0.897477,0.999314,0.0
P6,Singapore,baseline,18,796.005,1043.05,1043.05,1.3104,0.055726,0.598827,0.0,0.033104,0.895381,0.999039,0.0
P6,Singapore,baseline,19,793.385,1064.15,1064.15,1.3413,0.055551,0.598986,0.0,0.034384,0.892568,0.999303,0.0
P6,Singapore,baseline,20,792.87,1069.18,1069.18,1.3485,0.055376,0.598921,0.0,0.032998,0.889766,0.999195,0.0
